Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12629000,13205000,13692000,13399000
Depreciation & amortization,-,2317000,2411000,2664000
Change in working capital,-,-60698000,2313000,75297000
Other working capital,-,-68123000,-29809000,69753000
Other non-cash items,-,-73649000,-97145000,-74447000
Net cash provided by operating activites,-,-63349000,-27517000,71178000
Investments in property plant and equipment,-,-4774000,-2292000,-1425000
Purchases of investments,-,-285316000,-298838000,-324278000
Sales/Maturities of investments,-,559792000,343897000,234378000
Other investing activites,-,-1000,-1000,-
Net cash used for investing activites,-,269952000,42831000,-90520000
Net change in cash,-,202411000,12570000,-34317000
Cash at beginning of period,-,562478000,549907000,584225000
Cash at end of period,-,764889000,562478000,549907000
Operating Cash Flow,-,-63349000,-27517000,71178000
Capital Expenditure,-,-4774000,-2292000,-1425000
Free Cash Flow,-,-68123000,-29809000,69753000
