Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,96821,96821,72418,62991,55536
Interest Expense,23699,23699,13467,7644,5417
Income Before Tax,19634,19634,14445,12428,7894
Income Tax Expense,2710,2710,1640,4338,1266
Income from Continuing Operations,16924,16924,12805,8090,6628
Net Income,16924,16924,12805,8090,6628
Net Income available to common shareholders,16924,16924,12805,8090,6628
Basic EPS,-,-,1.53,1.00,0.82
Diluted EPS,-,-,1.50,0.98,0.81
Basic Average Shares,-,-,8369,8090,8083
Diluted Average Shares,-,-,8537,8226,8145
