Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2110628,1970253,1872411,1804479
Depreciation & amortization,-,1107139,1186094,1126008
Change in working capital,-,12788,480870,-73557
Inventory,-,-5017,620,-78861
Other working capital,-,941885,2221470,1235418
Other non-cash items,-,-284377,-131574,51219
Net cash provided by operating activites,-,2263568,3326807,2397244
Investments in property plant and equipment,-,-1321683,-1105337,-1161826
Purchases of investments,-,-715029,-570495,-700301
Sales/Maturities of investments,-,736275,1168759,1247702
Other investing activites,-,7030,-52893,33890
Net cash used for investing activites,-,-779002,-326362,-564273
Net change in cash,-,-220772,925166,833033
Cash at beginning of period,-,13613077,12687910,11854876
Cash at end of period,-,13392304,13613077,12687910
Operating Cash Flow,-,2263568,3326807,2397244
Capital Expenditure,-,-1321683,-1105337,-1161826
Free Cash Flow,-,941885,2221470,1235418
