Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1454894,1251564,1200591,1025996
Liabilities,,,,
Total Liabilities,1258969,1067246,1032296,922534
Stockholders' Equity,,,,
Common Stock,33807,33278,32756,23502
Retained Earnings,82273,73630,59122,48108
Accumulated other comprehensive income,630,-485,67,-4
Total stockholders' equity,195925,184318,168295,103462
Total liabilities and stockholders' equity,1454894,1251564,1200591,1025996
