Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3941863,3003986,1813238,1277367
Liabilities,,,,
Total Liabilities,3398205,2640732,1590771,1122841
Stockholders' Equity,,,,
Common Stock,18997,14857,11192,9018
Retained Earnings,110460,71998,53721,44476
Accumulated other comprehensive income,10089,-1796,-437.742,-1078
Total stockholders' equity,543658,363254,222468,154527
Total liabilities and stockholders' equity,3941863,3003986,1813238,1277367
