Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,123017,360877,282546,212022
Depreciation & amortization,-,157962,101762,95062
Change in working capital,-,-199375,-214384,-96076
Inventory,-,-229261,-72683,126223
Other working capital,-,371771,211654,193085
Other non-cash items,-,6150,1857,-4854
Net cash provided by operating activites,-,402744,211654,193085
Investments in property plant and equipment,-,-30973,-,-
Purchases of investments,-,-534217,-4142,-404083
Sales/Maturities of investments,-,530000,106607,200000
Other investing activites,-,33344,-16228,246720
Net cash used for investing activites,-,-1846,125916,42637
Net change in cash,-,59583,58600,-37496
Cash at beginning of period,-,1810070,1751469,1788966
Cash at end of period,-,1869654,1810070,1751469
Operating Cash Flow,-,402744,211654,193085
Capital Expenditure,-,-30973,-,-
Free Cash Flow,-,371771,211654,193085
