Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,190421,112056,204425,259496
Depreciation & amortization,-,165212,133149,89871
Change in working capital,-,-544078,85076,-20296
Inventory,-,-37493,2823,7435
Other working capital,-,-592290,181665,105778
Other non-cash items,-,1905,14813,-69963
Net cash provided by operating activites,-,-244710,444767,287056
Investments in property plant and equipment,-,-347580,-263102,-181278
Purchases of investments,-,-,-5970,-411937
Sales/Maturities of investments,-,63895,57358,-
Other investing activites,-,1769,-36887,-12032
Net cash used for investing activites,-,-281916,-248601,-590865
Net change in cash,-,-353287,22646,-107534
Cash at beginning of period,-,653043,630397,737931
Cash at end of period,-,299755,653043,630397
Operating Cash Flow,-,-244710,444767,287056
Capital Expenditure,-,-347580,-263102,-181278
Free Cash Flow,-,-592290,181665,105778
