Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1235,-1827,-1197,-1007,-1413
Acquisitions net,-,-,-,-,-1078
Purchases of investments,-,-132.512,-59.849,-,-
Other investing activites,-,8.157,-,-487.996,-223.341
Net cash used for investing activites,-1296,-1951,-1196,-1495,-2699
Debt repayment,-200.149,-242.117,-138.82,-2249,-
Common stock issued,-,-,2254,1736,5174
Common stock repurchased,-,-,-157.556,-46.862,-78.24
Other financing activites,-,-83.909,-83.655,-,-
Net cash used privided by (used for) financing activities,6132,3681,1919,189.833,8246
Net change in cash,1495,-951.08,-4.747,-1399,711.379
Cash at beginning of period,1326,1533,1529,2983,2275
Cash at end of period,2820,606.148,1533,1529,2983
Capital Expenditure,-1235,-1827,-1197,-1007,-1413
Free Cash Flow,-4578,-4508,-1925,-1101,-6248
