Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,148891000,93409000,60282000,53466000
Depreciation & amortization,51073000,46169000,46680000,47373000
Change in working capital,-81513000,-131391000,-16621000,-12782000
Inventory,-3907000,-4018000,-19394000,-10951000
Other working capital,137641000,25420000,70431000,83272000
Other non-cash items,111596000,116164000,-14174000,14702000
Net cash provided by operating activites,212138000,92033000,108439000,136234000
Investments in property plant and equipment,-74497000,-66613000,-38008000,-52962000
Purchases of investments,-172346000,-149672000,-128492000,-180376000
Sales/Maturities of investments,186629000,136858000,165458000,219049000
Other investing activites,-14063000,-66037000,109700000,-86307000
Net cash used for investing activites,-33687000,-142520000,108568000,-96792000
Net change in cash,89325000,-116689000,115241000,24419000
Cash at beginning of period,239167000,357702000,246050000,222159000
Cash at end of period,328490000,243155000,357702000,246050000
Operating Cash Flow,212138000,92033000,108439000,136234000
Capital Expenditure,-74497000,-66613000,-38008000,-52962000
Free Cash Flow,137641000,25420000,70431000,83272000
