Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16039000,16594000,13643000,12414000
Depreciation & amortization,-,13227000,11678000,10891000
Change in working capital,-,-255155000,-53255000,-50813000
Other working capital,-,-299069000,-55833000,-74433000
Other non-cash items,-,-62555000,-20201000,-36532000
Net cash provided by operating activites,-,-295701000,-54196000,-73100000
Investments in property plant and equipment,-,-3368000,-1637000,-1333000
Acquisitions net,-,-711000,-,-
Purchases of investments,-,-9812000,-825000,-1603000
Sales/Maturities of investments,-,6434000,650000,61000
Other investing activites,-,-488000,-284000,-158000
Net cash used for investing activites,-,-7945000,-2096000,-487000
Net change in cash,-,-4168000,-11955000,-6716000
Cash at beginning of period,-,29607000,41563000,48332000
Cash at end of period,-,25438000,29607000,41563000
Operating Cash Flow,-,-295701000,-54196000,-73100000
Capital Expenditure,-,-3368000,-1637000,-1333000
Free Cash Flow,-,-299069000,-55833000,-74433000
