Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12977000,13842000,10161000,9694000
Depreciation & amortization,-,2280000,2198000,2230000
Change in working capital,-,3327000,-794000,6993000
Inventory,-,2459000,541000,1692000
Other working capital,-,18508000,10597000,16211000
Other non-cash items,-,-144000,257000,330000
Net cash provided by operating activites,-,20483000,12470000,17988000
Investments in property plant and equipment,-,-1975000,-1873000,-1777000
Acquisitions net,-,-956000,-,-
Purchases of investments,-,-172000,-219000,-9000
Sales/Maturities of investments,-,-,-,126000
Other investing activites,-,-316000,-662000,-488000
Net cash used for investing activites,-,-3479000,19168000,-2126000
Net change in cash,-,8707000,14948000,-1412000
Cash at beginning of period,-,16850000,1901000,3314000
Cash at end of period,-,25482000,16850000,1901000
Operating Cash Flow,-,20483000,12470000,17988000
Capital Expenditure,-,-1975000,-1873000,-1777000
Free Cash Flow,-,18508000,10597000,16211000
