Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2181223,2112188,1573218,1345681
Depreciation & amortization,-,808446,850584,1041192
Change in working capital,-,26075,541205,38115
Inventory,-,-4490,-2900,-16
Other working capital,-,1482021,2602075,4312
Other non-cash items,-,9249,10303,7132
Net cash provided by operating activites,-,2695034,3551396,2242390
Investments in property plant and equipment,-,-1213013,-949321,-2238078
Sales/Maturities of investments,-,-,-,13547
Other investing activites,-,-71656,-39073,-25586
Net cash used for investing activites,-,-1281510,-984721,-2096663
Net change in cash,-,829770,2169083,-218535
Cash at beginning of period,-,4781933,2612850,2831386
Cash at end of period,-,5611704,4781933,2612850
Operating Cash Flow,-,2695034,3551396,2242390
Capital Expenditure,-,-1213013,-949321,-2238078
Free Cash Flow,-,1482021,2602075,4312
