Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3735000,1316000,1000871,-524531
Depreciation & amortization,-,2279000,2576026,3051654
Change in working capital,-,649000,3499313,-2082612
Inventory,-,-462000,-1124025,-132579
Other working capital,-,2668000,6060265,-202883
Other non-cash items,-,125000,-63793,-119264
Net cash provided by operating activites,-,4957000,7599194,1778323
Investments in property plant and equipment,-,-2289000,-1538929,-1981206
Acquisitions net,-,0,0,-
Purchases of investments,-,0,-429500,-51000
Sales/Maturities of investments,-,83000,182209,257679
Other investing activites,-,-16000,78522,34717
Net cash used for investing activites,-,-1803000,-804466,-1625164
Net change in cash,-,-632000,4967296,2088751
Cash at beginning of period,-,15046000,10079069,7990317
Cash at end of period,-,14413000,15046365,10079069
Operating Cash Flow,-,4957000,7599194,1778323
Capital Expenditure,-,-2289000,-1538929,-1981206
Free Cash Flow,-,2668000,6060265,-202883
