Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,52115324,47604577,44277337,38661609
Liabilities,,,,
Total Liabilities,46098545,42169520,39173432,33463652
Stockholders' Equity,,,,
Common Stock,51204,51203,51202,51200
Retained Earnings,2147915,1651731,1194994,1220307
Accumulated other comprehensive income,-169938,-427974,-350652,-320286
Total stockholders' equity,6016779,5435057,5103905,5197957
Total liabilities and stockholders' equity,52115324,47604577,44277337,38661609
