Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,8337000,8337000,-20707000,8030000,7234000
Depreciation & amortization,7252000,7252000,8953000,5881000,5258000
Change in working capital,2998000,2998000,4033000,2606000,3562000
Other working capital,-3672000,-3672000,-15745000,-5523000,-5794000
Other non-cash items,-12996000,-12996000,23747000,-13587000,-11755000
Net cash provided by operating activites,7502000,7502000,13127000,5481000,3118000
Investments in property plant and equipment,-11174000,-11174000,-28872000,-11004000,-8912000
Acquisitions net,-1771000,-1771000,-69000,-31000,-1412000
Purchases of investments,-3250000,-3250000,-671000,-5583000,-4047000
Sales/Maturities of investments,274000,274000,1680000,4270000,1153000
Other investing activites,-5608000,-5608000,-157000,-953000,136000
Net cash used for investing activites,-21617000,-21617000,-29899000,-13212000,-11204000
Net change in cash,16063000,16063000,25832000,27690000,15196000
Cash at beginning of period,143650000,143650000,117817000,90125000,74929000
Cash at end of period,159715000,159715000,143650000,117817000,90125000
Operating Cash Flow,7502000,7502000,13127000,5481000,3118000
Capital Expenditure,-11174000,-11174000,-28872000,-11004000,-8912000
Free Cash Flow,-3672000,-3672000,-15745000,-5523000,-5794000
