Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4575000,3391000,3459000,2454000
Depreciation & amortization,1522000,1357000,1409000,1295000
Change in working capital,-6829000,1937000,-6042000,-2322000
Inventory,-4274000,-529000,-2649000,-1190000
Other working capital,-4337000,4018000,-2600000,-905000
Other non-cash items,-479000,-14000,157000,-658000
Net cash provided by operating activites,-986000,6178000,-483000,811000
Investments in property plant and equipment,-3351000,-2160000,-2117000,-1716000
Purchases of investments,-12000,-11000,-11000,-15000
Sales/Maturities of investments,30000,22000,0,5000
Other investing activites,16000,-18000,-134000,-95000
Net cash used for investing activites,-3315000,-2166000,-2262000,-1813000
Net change in cash,633000,244000,787000,-2740000
Cash at beginning of period,8103000,7571000,6784000,9524000
Cash at end of period,8798000,7816000,7571000,6784000
Operating Cash Flow,-986000,6178000,-483000,811000
Capital Expenditure,-3351000,-2160000,-2117000,-1716000
Free Cash Flow,-4337000,4018000,-2600000,-905000
