Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-229.419,-228.089,-295.655,-270.444,-348.937
Sales/Maturities of investments,-,-,42.493,-,-
Other investing activites,-,-,0.03,-,-
Net cash used for investing activites,-229.419,-228.089,-225.609,-253.043,-332.88
Debt repayment,-444.791,-320,-,-,-
Common stock issued,1316,476.397,1604,10,389
Common stock repurchased,-,-,-88.288,-,-
Net cash used privided by (used for) financing activities,871.191,176.397,1841,460,389
Net change in cash,-186.37,-856.153,1241,-14.784,-690.286
Cash at beginning of period,856.858,1207,66.579,56.796,764.577
Cash at end of period,670.488,351.111,1207,66.579,56.796
Capital Expenditure,-229.419,-228.089,-295.655,-270.444,-348.937
Free Cash Flow,-1058,-1033,-669.644,-492.185,-1095
