Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,45962000,66513000,34772000,3967000
Depreciation & amortization,32403000,27805000,31706000,33972000
Change in working capital,-52388000,-27650000,63094000,64700000
Inventory,-5438000,-18185000,-14476000,42229000
Other working capital,-7045000,40508000,89348000,66928000
Other non-cash items,-2736000,-3571000,-2955000,-1931000
Net cash provided by operating activites,18055000,68901000,125082000,97342000
Investments in property plant and equipment,-25100000,-28393000,-35734000,-30414000
Acquisitions net,-,-2380000,-,-1100000
Purchases of investments,-8256000,-7608000,-12295000,-17702000
Sales/Maturities of investments,7190000,9054000,12438000,11673000
Other investing activites,1214000,1216000,-138000,-3421000
Net cash used for investing activites,-17911000,-25304000,-34808000,-40693000
Net change in cash,-58762000,22617000,69392000,67836000
Cash at beginning of period,415622000,388438000,319046000,251210000
Cash at end of period,360241000,411055000,388438000,319046000
Operating Cash Flow,18055000,68901000,125082000,97342000
Capital Expenditure,-25100000,-28393000,-35734000,-30414000
Free Cash Flow,-7045000,40508000,89348000,66928000
