Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11023000,9924000,8001000,8443000
Depreciation & amortization,-,21732000,20363000,20155000
Change in working capital,-,-2316000,6650000,4237000
Inventory,-,-4565000,2105000,-431000
Other working capital,-,10319000,13142000,16593000
Other non-cash items,-,1409000,1351000,1355000
Net cash provided by operating activites,-,33129000,37162000,37049000
Investments in property plant and equipment,-,-22810000,-24020000,-20456000
Acquisitions net,-,-27387000,-22000,-8452000
Purchases of investments,-,-1896000,-442000,-1359000
Sales/Maturities of investments,-,51000,985000,19000
Other investing activites,-,-2111000,-2576000,-822000
Net cash used for investing activites,-,-52143000,-24663000,-26193000
Net change in cash,-,31014000,3441000,1291000
Cash at beginning of period,-,26142000,22274000,20925000
Cash at end of period,-,57240000,26142000,22274000
Operating Cash Flow,-,33129000,37162000,37049000
Capital Expenditure,-,-22810000,-24020000,-20456000
Free Cash Flow,-,10319000,13142000,16593000
