Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,64212000,79373000,95915000,99418000
Depreciation & amortization,-,113310000,104680000,97553000
Change in working capital,-,-28825000,-91150000,-31915000
Inventory,-,28427000,-31492000,-16483000
Other working capital,-,6609000,-18745000,30064000
Other non-cash items,-,5261000,8828000,1157000
Net cash provided by operating activites,-,176239000,129180000,173958000
Investments in property plant and equipment,-,-169630000,-147925000,-143894000
Acquisitions net,-,-114564000,-,-
Purchases of investments,-,-4131000,-67274000,-4616000
Sales/Maturities of investments,-,8387000,13421000,7009000
Other investing activites,-,1195000,12317000,4215000
Net cash used for investing activites,-,-260247000,-186685000,-135242000
Net change in cash,-,34556000,2344000,19851000
Cash at beginning of period,-,134315000,131405000,109778000
Cash at end of period,-,173078000,134315000,131405000
Operating Cash Flow,-,176239000,129180000,173958000
Capital Expenditure,-,-169630000,-147925000,-143894000
Free Cash Flow,-,6609000,-18745000,30064000
