Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,7242000,8585000,9438000,9216000
Depreciation & amortization,-,11361000,12060000,11803000
Change in working capital,-,1255000,556000,-2277000
Inventory,-,-461000,308000,-85000
Other working capital,-,11120000,13964000,4217000
Other non-cash items,-,-1168000,-699000,-1649000
Net cash provided by operating activites,-,20984000,23652000,18254000
Investments in property plant and equipment,-,-9864000,-9688000,-14037000
Sales/Maturities of investments,-,-,584000,260000
Other investing activites,-,404000,-289000,873000
Net cash used for investing activites,-,-9134000,-7366000,-12352000
Net change in cash,-,43000,2955000,1611000
Cash at beginning of period,-,19113000,16157000,14546000
Cash at end of period,-,19156000,19113000,16157000
Operating Cash Flow,-,20984000,23652000,18254000
Capital Expenditure,-,-9864000,-9688000,-14037000
Free Cash Flow,-,11120000,13964000,4217000
