Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,81549589,77427882,73287391,69038486
Liabilities,,,,
Total Liabilities,73755227,70148979,66252366,62595060
Stockholders' Equity,,,,
Common Stock,5200000,4396719,4750000,4500000
Total stockholders' equity,7792367,7275071,7031749,6440523
Total liabilities and stockholders' equity,81549589,77427882,73287391,69038486
