Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2774000,5759000,5976000,7540000
Depreciation & amortization,-,2197000,3404000,3774000
Change in working capital,-,68263000,-46227000,95107000
Other working capital,-,66078000,-35569000,74775000
Other non-cash items,-,-44642000,-31349000,-62166000
Net cash provided by operating activites,-,67364000,-33781000,75841000
Investments in property plant and equipment,-,-1286000,-1788000,-1066000
Purchases of investments,-,-441289000,-351008000,-383574000
Sales/Maturities of investments,-,380128000,393338000,348961000
Other investing activites,-,-1000,-1000,-1000
Net cash used for investing activites,-,-62252000,40882000,-34922000
Net change in cash,-,3758000,5971000,39742000
Cash at beginning of period,-,226127000,220155000,180413000
Cash at end of period,-,229885000,226127000,220155000
Operating Cash Flow,-,67364000,-33781000,75841000
Capital Expenditure,-,-1286000,-1788000,-1066000
Free Cash Flow,-,66078000,-35569000,74775000
