Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,17931000,17931000,21029000,25146000,17584000
Depreciation & amortization,13093000,13093000,10011000,8974000,8830000
Stock based compensation,-,-,-,286000,143000
Change in working capital,3250000,3250000,-5748000,-7176000,-1345000
Inventory,2015000,2015000,-4454000,-5735000,-1098000
Other working capital,23670000,23670000,2675000,10878000,12335000
Other non-cash items,2402000,2402000,228000,-238000,-985000
Net cash provided by operating activites,38433000,38433000,24165000,23071000,27729000
Investments in property plant and equipment,-14763000,-14763000,-21490000,-12193000,-15394000
Acquisitions net,-,-,-,-8203000,-889000
Purchases of investments,-,-,-,-8203000,-13000
Sales/Maturities of investments,-,-,-,-,120000
Other investing activites,-994000,-994000,-428000,17000,-244000
Net cash used for investing activites,-20086000,-20086000,-21823000,-20186000,-14989000
Net change in cash,4982000,4982000,10739000,2341000,7069000
Cash at beginning of period,54039000,54039000,44121000,41780000,34709000
Cash at end of period,58686000,58686000,54039000,44121000,41779000
Operating Cash Flow,38433000,38433000,24165000,23071000,27729000
Capital Expenditure,-14763000,-14763000,-21490000,-12193000,-15394000
Free Cash Flow,23670000,23670000,2675000,10878000,12335000
