Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,243000,255000,498000,84000
Depreciation & amortization,-,67000,63000,109000
Change in working capital,-,-223000,-296000,-82000
Inventory,-,47000,25000,83000
Other working capital,-,108000,-196000,109000
Other non-cash items,-,37000,-6000,89000
Net cash provided by operating activites,-,212000,171000,167000
Investments in property plant and equipment,-,-104000,-367000,-58000
Acquisitions net,-,-,-52000,-
Purchases of investments,-,-56000,-,-3000
Sales/Maturities of investments,-,66000,30000,16000
Other investing activites,-,19000,1000,81000
Net cash used for investing activites,-,-75000,43000,36000
Net change in cash,-,-201000,94000,-111000
Cash at beginning of period,-,2463000,2368000,2480000
Cash at end of period,-,2261000,2463000,2368000
Operating Cash Flow,-,212000,171000,167000
Capital Expenditure,-,-104000,-367000,-58000
Free Cash Flow,-,108000,-196000,109000
