Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2722170,2701295,2614252,1142443
Liabilities,,,,
Total Liabilities,2344929,2353005,2291480,1016099
Stockholders' Equity,,,,
Common Stock,241,240,239,123
Retained Earnings,69462,44985,18753,22126
Accumulated other comprehensive income,783,-2589,-1152,-789
Total stockholders' equity,377241,348290,322772,126344
Total liabilities and stockholders' equity,2722170,2701295,2614252,1142443
