Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,5958,64483,12454,11108
Depreciation & amortization,-,119951,126524,138762
Change in working capital,-,1368,-179360,83756
Inventory,-,-57313,-150654,45915
Other working capital,-,128541,-226573,158042
Other non-cash items,-,3672,3074,4536
Net cash provided by operating activites,-,195282,-100776,245983
Investments in property plant and equipment,-,-66741,-125797,-87941
Purchases of investments,-,-1010,-1000,-990
Sales/Maturities of investments,-,-,78000,-
Other investing activites,-,-3506,599,-1453
Net cash used for investing activites,-,-71257,-48198,-90384
Net change in cash,-,63454,-39507,-3265
Cash at beginning of period,-,121324,160831,164097
Cash at end of period,-,184778,121324,160831
Operating Cash Flow,-,195282,-100776,245983
Capital Expenditure,-,-66741,-125797,-87941
Free Cash Flow,-,128541,-226573,158042
