Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2400971,3093943,2971979,3732166
Depreciation & amortization,-,2181892,1966287,1344227
Change in working capital,-,-2651721,-3970339,-854460
Inventory,-,-2622296,-2929989,-355757
Other working capital,-,-846917,-2128612,1605817
Other non-cash items,-,-247079,-115454,-164160
Net cash provided by operating activites,-,2641805,774193,4252704
Investments in property plant and equipment,-,-3488722,-2902805,-2646887
Purchases of investments,-,-9572,-8226,-3038
Sales/Maturities of investments,-,-,16063,74397
Other investing activites,-,-2896176,-88361,79300
Net cash used for investing activites,-,-6389048,-3425373,-2492139
Net change in cash,-,2142863,-1422201,2060521
Cash at beginning of period,-,5372725,6794927,4734406
Cash at end of period,-,7515588,5372725,6794927
Operating Cash Flow,-,2641805,774193,4252704
Capital Expenditure,-,-3488722,-2902805,-2646887
Free Cash Flow,-,-846917,-2128612,1605817
