Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8050000,6861000,9673000,12161000
Depreciation & amortization,-,4893000,5083000,3947000
Change in working capital,-,-304000,-106914000,128895000
Other working capital,-,-33009000,-88363000,140062000
Other non-cash items,-,-92055000,-36886000,-39540000
Net cash provided by operating activites,-,-29894000,-83638000,147785000
Investments in property plant and equipment,-,-3115000,-4725000,-7723000
Purchases of investments,-,-503457000,-347835000,-409198000
Sales/Maturities of investments,-,610254000,442997000,287277000
Other investing activites,-,2000,8000,11000
Net cash used for investing activites,-,104844000,91350000,-129586000
Net change in cash,-,48023000,-1734000,5033000
Cash at beginning of period,-,193294000,195028000,189995000
Cash at end of period,-,241318000,193294000,195028000
Operating Cash Flow,-,-29894000,-83638000,147785000
Capital Expenditure,-,-3115000,-4725000,-7723000
Free Cash Flow,-,-33009000,-88363000,140062000
