Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,41849000,46874000,50130000,29276000
Depreciation & amortization,-,13239000,14166000,11631000
Change in working capital,-,55436000,121085000,-338064000
Other working capital,-,62586000,121381000,-313752000
Other non-cash items,-,-149532000,-150780000,-110074000
Net cash provided by operating activites,-,73314000,135934000,-290878000
Investments in property plant and equipment,-,-10728000,-14553000,-22874000
Acquisitions net,-,-,-,-8000
Purchases of investments,-,-1336540000,-1244630000,-2235589000
Sales/Maturities of investments,-,1546839000,1088571000,3031465000
Other investing activites,-,-256000,-,-2000
Net cash used for investing activites,-,199753000,-170100000,773271000
Net change in cash,-,196750000,-21857000,461604000
Cash at beginning of period,-,711919000,733777000,272172000
Cash at end of period,-,908669000,711919000,733777000
Operating Cash Flow,-,73314000,135934000,-290878000
Capital Expenditure,-,-10728000,-14553000,-22874000
Free Cash Flow,-,62586000,121381000,-313752000
