Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,811745,687545,553537,531663
Depreciation & amortization,-,98676,85569,81018
Change in working capital,-,-366261,101979,-329852
Inventory,-,-28274,149971,-25476
Other working capital,-,-136416,714376,329228
Other non-cash items,-,21094,73340,21645
Net cash provided by operating activites,-,436316,814388,353284
Investments in property plant and equipment,-,-572732,-100012,-24056
Purchases of investments,-,-,-750,-
Other investing activites,-,-38809,-3135,-39363
Net cash used for investing activites,-,-611541,-103897,-63419
Net change in cash,-,-421129,474726,99379
Cash at beginning of period,-,1793199,1318472,1219093
Cash at end of period,-,1372069,1793199,1318472
Operating Cash Flow,-,436316,814388,353284
Capital Expenditure,-,-572732,-100012,-24056
Free Cash Flow,-,-136416,714376,329228
