Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,730861,662198,599563,540049
Liabilities,,,,
Total Liabilities,20778,835,571,7417
Stockholders' Equity,,,,
Common Stock,307,307,307,307
Total stockholders' equity,710083,661363,598992,532632
Total liabilities and stockholders' equity,730861,662198,599563,540049
