Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5524000,5026000,5568000,5306000
Depreciation & amortization,-,3582000,3414000,3348000
Change in working capital,-,-458000,448000,831000
Inventory,-,-1175000,457000,-706000
Other working capital,-,6184000,5420000,4757000
Other non-cash items,-,141000,-120000,227000
Net cash provided by operating activites,-,8331000,9210000,9498000
Investments in property plant and equipment,-,-2147000,-3790000,-4741000
Purchases of investments,-,-470000,-432000,-932000
Sales/Maturities of investments,-,-,-,400000
Other investing activites,-,52000,394000,237000
Net cash used for investing activites,-,-2565000,-3160000,-5036000
Net change in cash,-,3283000,4566000,2431000
Cash at beginning of period,-,26785000,21984000,19485000
Cash at end of period,-,30069000,26785000,21984000
Operating Cash Flow,-,8331000,9210000,9498000
Capital Expenditure,-,-2147000,-3790000,-4741000
Free Cash Flow,-,6184000,5420000,4757000
