Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2068796,1944570,1842930,1712875
Liabilities,,,,
Total Liabilities,1856288,1753028,1661609,1540354
Stockholders' Equity,,,,
Common Stock,109,109,108,108
Retained Earnings,144839,132460,121144,111693
Accumulated other comprehensive income,3596,-3773,-1678,-3
Total stockholders' equity,212508,191542,181321,172521
Total liabilities and stockholders' equity,2068796,1944570,1842930,1712875
