Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2290000,2267000,2068000,2297000
Depreciation & amortization,-,200000,165000,155000
Change in working capital,-,-2663000,-2044000,1502000
Inventory,-,-336000,-1923000,1390000
Other working capital,-,-610000,-614000,3696000
Other non-cash items,-,283000,27000,-48000
Net cash provided by operating activites,-,-446000,-242000,3817000
Investments in property plant and equipment,-,-164000,-372000,-121000
Acquisitions net,-,-52000,-14000,-
Purchases of investments,-,-5000,-30000,-70000
Sales/Maturities of investments,-,-,0,346000
Other investing activites,-,-6000,-30000,-27000
Net cash used for investing activites,-,-172000,-399000,354000
Net change in cash,-,-1847000,1515000,3589000
Cash at beginning of period,-,6257000,4741000,1151000
Cash at end of period,-,4409000,6257000,4741000
Operating Cash Flow,-,-446000,-242000,3817000
Capital Expenditure,-,-164000,-372000,-121000
Free Cash Flow,-,-610000,-614000,3696000
