Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-29000,-907000,2470000,3050068
Depreciation & amortization,-,2439000,2279000,1896073
Change in working capital,-,-200000,616000,138821
Inventory,-,-254000,146000,468028
Other working capital,-,-1194000,2489000,1643076
Other non-cash items,-,836000,-117000,29546
Net cash provided by operating activites,-,837000,5096000,5379291
Investments in property plant and equipment,-,-2031000,-2607000,-3736215
Purchases of investments,-,-940000,-3883000,-6209874
Sales/Maturities of investments,-,2439000,2689000,4627389
Other investing activites,-,-,-173000,235074
Net cash used for investing activites,-,-2217000,-3387000,-4579333
Net change in cash,-,-1251000,89000,1468915
Cash at beginning of period,-,11047000,10958000,9489190
Cash at end of period,-,9795000,11047000,10958096
Operating Cash Flow,-,837000,5096000,5379291
Capital Expenditure,-,-2031000,-2607000,-3736215
Free Cash Flow,-,-1194000,2489000,1643076
