Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-20,-,-,-
Acquisitions net,-,-332.695,-,-,-
Purchases of investments,-,-,-,-570.933,-
Sales/Maturities of investments,-,23.519,-,-,-
Other investing activites,-,-307.108,-,-,-
Net cash used for investing activites,-,-307.108,-,-570.933,-
Debt repayment,-,-140,-,-243.815,-
Common stock issued,-,4903,516,2020,-
Common stock repurchased,-156.072,-211.16,-,-75.342,-
Net cash used privided by (used for) financing activities,2244,4652,516,1831,34
Net change in cash,-1131,1632,-258.889,648.403,-32.239
Cash at beginning of period,1494,394.325,653.214,4.811,37.05
Cash at end of period,362.816,2024,394.325,653.214,4.811
Capital Expenditure,-,-20,-,-,-
Free Cash Flow,-3377,-2733,-774.889,-611.322,-66.239
