Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017
Total Revenue,150583,150583,116622,80400
Interest Expense,74774,74774,46512,22998
Income Before Tax,32611,32611,17196,4408
Income Tax Expense,4138,4138,-2394,-1441
Income from Continuing Operations,28473,28473,19590,5849
Net Income,28473,28473,19590,5849
Net Income available to common shareholders,28298,28298,19590,3749
Basic EPS,-,-,0.38,0.07
Diluted EPS,-,-,0.38,0.07
Basic Average Shares,-,-,51118,51118
Diluted Average Shares,-,-,51118,51118
