Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,38911,282501,-134534,148343
Depreciation & amortization,-,210056,151170,119137
Change in working capital,-,-35166,28776,102950
Inventory,-,1527,3657,101754
Other working capital,-,-1308567,-4428011,-1327383
Other non-cash items,-,212623,-104456,-84746
Net cash provided by operating activites,-,286896,-150421,115470
Investments in property plant and equipment,-,-1595463,-4277590,-1442853
Purchases of investments,-,-29938,-17434,-23000
Sales/Maturities of investments,-,512643,47125,176432
Other investing activites,-,1590,34315,-12378
Net cash used for investing activites,-,-1099229,-4213584,-1185901
Net change in cash,-,72619,-747429,283
Cash at beginning of period,-,491834,1239264,1238980
Cash at end of period,-,564453,491834,1239264
Operating Cash Flow,-,286896,-150421,115470
Capital Expenditure,-,-1595463,-4277590,-1442853
Free Cash Flow,-,-1308567,-4428011,-1327383
