Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1256595,1256595,1217189,1137641,1144807
Interest Expense,210442,210442,128510,78216,66051
Income Before Tax,468903,468903,422686,341955,365699
Income Tax Expense,114808,114808,106423,95936,132759
Income from Continuing Operations,354095,354095,316263,246019,232940
Net Income,354095,354095,316263,246019,232940
Net Income available to common shareholders,354095,354095,316247,245963,232815
Basic EPS,-,-,1.44,1.12,1.06
Diluted EPS,-,-,1.43,1.12,1.05
Basic Average Shares,-,-,220280,220251,220282
Diluted Average Shares,-,-,220737,220836,220908
