Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,288903,209066,96858,216686
Depreciation & amortization,-,74699,27827,25317
Stock based compensation,-,939,4016,2927
Change in working capital,-,-670482,-482136,-447604
Other working capital,-,-398864,-589386,-391475
Other non-cash items,-,4988,777,2129
Net cash provided by operating activites,-,-348108,-384758,-242448
Investments in property plant and equipment,-,-50756,-204628,-149027
Purchases of investments,-,0,-227,-400
Sales/Maturities of investments,-,0,310,-
Other investing activites,-,-34589,-271,-1197
Net cash used for investing activites,-,-85335,-204816,-150624
Net change in cash,-,230724,-325167,-389741
Cash at beginning of period,-,425257,750424,1140166
Cash at end of period,-,655981,425257,750424
Operating Cash Flow,-,-348108,-384758,-242448
Capital Expenditure,-,-50756,-204628,-149027
Free Cash Flow,-,-398864,-589386,-391475
