Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3330769000,3284611000,3205929000
Liabilities,,,
Total Liabilities,3058438000,3002606000,2933244000
Stockholders' Equity,,,
Common Stock,23452000,0,0
Retained Earnings,160069000,158143000,148085000
Total stockholders' equity,271330000,268049000,259852000
Total liabilities and stockholders' equity,3330769000,3284611000,3205929000
