Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,10817961,10817961,10638159,9260963,1414336
Depreciation & amortization,8867284,8867284,8736224,7563165,5846878
Change in working capital,-251349,-251349,3924441,-4935350,2794792
Other working capital,10378749,10378749,-2629211,-69364557,-46446323
Other non-cash items,1221862,1221862,1386817,919761,2750501
Net cash provided by operating activites,19584369,19584369,37884614,11782505,12062782
Investments in property plant and equipment,-9205620,-9205620,-40513825,-81147062,-58509105
Sales/Maturities of investments,-,-,-,2304634,-
Other investing activites,-,-,-,2304634,-
Net cash used for investing activites,-9008250,-9008250,-40657354,-83966120,-57406626
Net change in cash,-230499,-230499,3632776,6906825,481591
Cash at beginning of period,39811799,39811799,36432517,26107555,27415166
Cash at end of period,39581300,39581300,40065293,33014381,27896757
Operating Cash Flow,19584369,19584369,37884614,11782505,12062782
Capital Expenditure,-9205620,-9205620,-40513825,-81147062,-58509105
Free Cash Flow,10378749,10378749,-2629211,-69364557,-46446323
