Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-3337645,960248,1788989,1375891
Depreciation & amortization,-,1807682,1672194,1482960
Change in working capital,-,-644710,-64891,-1083134
Inventory,-,-444187,-537732,-279440
Other working capital,-,-103780,1115042,-1040665
Other non-cash items,-,174456,130853,-301848
Net cash provided by operating activites,-,3185458,3393707,1785113
Investments in property plant and equipment,-,-3289238,-2278665,-2825778
Other investing activites,-,-1704,-72792,26625
Net cash used for investing activites,-,-3253464,-2335557,-2770078
Net change in cash,-,-172833,419551,33967
Cash at beginning of period,-,3689489,3269937,3235970
Cash at end of period,-,3516656,3689489,3269937
Operating Cash Flow,-,3185458,3393707,1785113
Capital Expenditure,-,-3289238,-2278665,-2825778
Free Cash Flow,-,-103780,1115042,-1040665
