Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2437000,2121000,2877000,2790000
Depreciation & amortization,-,1669000,1587000,1536000
Change in working capital,-,1229000,7421000,5902000
Inventory,-,-3296000,-1295000,1771000
Other working capital,-,-2122000,9121000,6623000
Other non-cash items,-,373000,319000,61000
Net cash provided by operating activites,-,5307000,11967000,9188000
Investments in property plant and equipment,-,-7429000,-2846000,-2565000
Acquisitions net,-,-499000,-314000,-42000
Purchases of investments,-,-256000,-1000,-1000
Sales/Maturities of investments,-,264000,10000,161000
Other investing activites,-,-1000,205000,37000
Net cash used for investing activites,-,-7779000,-2504000,-2220000
Net change in cash,-,838000,7318000,6314000
Cash at beginning of period,-,32294000,24215000,17901000
Cash at end of period,-,33371000,32294000,24215000
Operating Cash Flow,-,5307000,11967000,9188000
Capital Expenditure,-,-7429000,-2846000,-2565000
Free Cash Flow,-,-2122000,9121000,6623000
