Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,324406,468620,833147,821219
Depreciation & amortization,-,157761,189959,257244
Change in working capital,-,-233987,85647,-229716
Inventory,-,-262490,19463,-249592
Other working capital,-,30479,900059,849953
Other non-cash items,-,-10923,21231,63704
Net cash provided by operating activites,-,211494,1006435,1072544
Investments in property plant and equipment,-,-181015,-106376,-222591
Purchases of investments,-,-14285,-21432,-17239
Sales/Maturities of investments,-,-,6513,200000
Other investing activites,-,603,-501,17268
Net cash used for investing activites,-,-192916,-120800,-20066
Net change in cash,-,-106273,1836228,933140
Cash at beginning of period,-,6609543,4773314,3840174
Cash at end of period,-,6503270,6609543,4773314
Operating Cash Flow,-,211494,1006435,1072544
Capital Expenditure,-,-181015,-106376,-222591
Free Cash Flow,-,30479,900059,849953
