Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,405000,-150957,403951,20711
Depreciation & amortization,-,509140,349831,180659
Change in working capital,-,-532048,-447255,-207972
Inventory,-,-695636,-7869,-231687
Other working capital,-,-1021947,-3877146,-2501399
Other non-cash items,-,-241886,378946,221870
Net cash provided by operating activites,-,-390619,791201,170174
Investments in property plant and equipment,-,-631328,-4668347,-2671573
Acquisitions net,-,-,-14490,-
Purchases of investments,-,-5528,-31443,-594466
Sales/Maturities of investments,-,22000,-,32368
Other investing activites,-,-23230,82569,-407943
Net cash used for investing activites,-,-638086,-4613100,-3955414
Net change in cash,-,-1183656,1994336,-751198
Cash at beginning of period,-,3347344,1342881,1882940
Cash at end of period,-,2181846,3347344,1342881
Operating Cash Flow,-,-390619,791201,170174
Capital Expenditure,-,-631328,-4668347,-2671573
Free Cash Flow,-,-1021947,-3877146,-2501399
