Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3564694,3353281,2789355,2548950
Liabilities,,,,
Total Liabilities,3214525,3014287,2524422,2299970
Stockholders' Equity,,,,
Common Stock,352344,377372,324986,323745
Retained Earnings,1611,-28270,-54054,-65657
Accumulated other comprehensive income,-3786,-10108,-5999,-9108
Total stockholders' equity,350169,338994,264933,248980
Total liabilities and stockholders' equity,3564694,3353281,2789355,2548950
