Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2273835,2094896,1321256,1105841
Liabilities,,,,
Total Liabilities,1988738,1834838,1141321,992282
Stockholders' Equity,,,,
Common Stock,13279,13213,10232,6917
Retained Earnings,56700,37982,27175,23839
Accumulated other comprehensive income,2613,-3469,-1644,-2330
Total stockholders' equity,285097,260058,179935,113559
Total liabilities and stockholders' equity,2273835,2094896,1321256,1105841
