Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,623090,524329,260456,188883,232170
Depreciation & amortization,141263,135031,132743,153872,-
Change in working capital,-138315,-48321,-122206,-395221,-
Inventory,109719,-416878,-1083769,269191,-
Other working capital,510113,715092,331194,-85169,-
Other non-cash items,162754,195855,96633,-60542,-
Net cash provided by operating activites,795462,835734,359985,-53362,-
Investments in property plant and equipment,-285349,-120642,-28791,-31807,-
Purchases of investments,-100193,-100185,-100176,-,-
Sales/Maturities of investments,-,100185,200691,10189,-
Other investing activites,4607,-2372,-8423,-1404865,-
Net cash used for investing activites,-280750,-123014,63301,-1382141,-
Net change in cash,302573,509640,217662,-711607,-
Cash at beginning of period,861892,1525475,1307813,1978747,-
Cash at end of period,1165836,2035116,1525475,1307813,-
Operating Cash Flow,795462,835734,359985,-53362,-
Capital Expenditure,-285349,-120642,-28791,-31807,-
Free Cash Flow,510113,715092,331194,-85169,-
