Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,332000,2613000,-24709000,-6745000
Depreciation & amortization,-,974000,2258000,4098000
Change in working capital,-,1394000,4191000,-8755000
Inventory,-,-685000,1421000,8379000
Other working capital,-,2134000,-7768000,-16488000
Other non-cash items,-,-265000,-76000,-792000
Net cash provided by operating activites,-,3507000,-5369000,-13329000
Investments in property plant and equipment,-,-1373000,-2399000,-3159000
Purchases of investments,-,-1025000,-1521000,-6215000
Sales/Maturities of investments,-,942000,1073000,10570000
Other investing activites,-,58000,-62000,173000
Net cash used for investing activites,-,-775000,-2174000,13266000
Net change in cash,-,2893000,-8320000,-8145000
Cash at beginning of period,-,30650000,38971000,47116000
Cash at end of period,-,33544000,30650000,38971000
Operating Cash Flow,-,3507000,-5369000,-13329000
Capital Expenditure,-,-1373000,-2399000,-3159000
Free Cash Flow,-,2134000,-7768000,-16488000
