Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4033000,4142000,4733000,4741000
Depreciation & amortization,-,1704000,1680000,1557000
Change in working capital,-,-100079000,122509000,-58056000
Other working capital,-,-97470000,96923000,-50270000
Other non-cash items,-,-24230000,-61195000,-25541000
Net cash provided by operating activites,-,-94679000,98620000,-48953000
Investments in property plant and equipment,-,-2791000,-1697000,-1317000
Purchases of investments,-,-272433000,-317266000,-417021000
Sales/Maturities of investments,-,394858000,494979000,471534000
Other investing activites,-,-2000,-1000,1000
Net cash used for investing activites,-,119722000,176087000,53312000
Net change in cash,-,23786000,269882000,1936000
Cash at beginning of period,-,565635000,295753000,293817000
Cash at end of period,-,589422000,565635000,295753000
Operating Cash Flow,-,-94679000,98620000,-48953000
Capital Expenditure,-,-2791000,-1697000,-1317000
Free Cash Flow,-,-97470000,96923000,-50270000
