Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,661869,936352,900904,484329
Depreciation & amortization,-,755303,782159,836039
Change in working capital,-,7297,155336,-268700
Inventory,-,-121523,-33674,-262936
Other working capital,-,-688333,1370820,754278
Other non-cash items,-,-288766,119205,65415
Net cash provided by operating activites,-,1254470,2256005,1247319
Investments in property plant and equipment,-,-1942803,-885185,-493041
Purchases of investments,-,-122520,-12160,-12110
Sales/Maturities of investments,-,-,-,407323
Other investing activites,-,-46480,58,-15607
Net cash used for investing activites,-,-2111088,-697240,57561
Net change in cash,-,-2341044,4150361,427613
Cash at beginning of period,-,5383354,1232993,805379
Cash at end of period,-,3042310,5383354,1232993
Operating Cash Flow,-,1254470,2256005,1247319
Capital Expenditure,-,-1942803,-885185,-493041
Free Cash Flow,-,-688333,1370820,754278
