Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5701000,30970000,86657000,79270000
Depreciation & amortization,-,238189000,210454000,215341000
Change in working capital,-,-60462000,34238000,-38564000
Inventory,-,-20508000,-5693000,-4366000
Other working capital,-,283020000,355995000,188016000
Other non-cash items,-,94270000,74009000,-19534000
Net cash provided by operating activites,-,283020000,355995000,188016000
Other investing activites,-,-347019000,-327573000,-275150000
Net cash used for investing activites,-,-364341000,-321751000,-275047000
Net change in cash,-,-120611000,-53955000,-9926000
Cash at beginning of period,-,365875000,419831000,429757000
Cash at end of period,-,245273000,365875000,419831000
Operating Cash Flow,-,283020000,355995000,188016000
Free Cash Flow,-,283020000,355995000,188016000
