Breakdown,12/31/2019,12/31/2018,12/31/2017,6/30/2016
Total Assets,291039,281563,239913,115860
Liabilities,,,,
Total Liabilities,204150,171447,107626,35189
Stockholders' Equity,,,,
Common Stock,101,107,107,224.722
Retained Earnings,-106326,-88238,4499,-107.39
Accumulated other comprehensive income,-,-88238,-33328,-47531
Total stockholders' equity,86889,110116,132287,80670
Total liabilities and stockholders' equity,291039,281563,239913,115860
