Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,372649,361852,441984,525378
Depreciation & amortization,-,3772972,3420511,2793767
Change in working capital,-,912395,421983,1458832
Inventory,-,1078035,235189,1024411
Other working capital,-,4009340,2495658,3762542
Other non-cash items,-,99643,122270,72856
Net cash provided by operating activites,-,5645950,4708141,5168842
Investments in property plant and equipment,-,-1636610,-2212483,-1406300
Sales/Maturities of investments,-,-,16261,-
Other investing activites,-,-51808,-27033,-23060
Net cash used for investing activites,-,-2092494,-2220182,-1606679
Net change in cash,-,-200701,-153599,-65213
Cash at beginning of period,-,978835,1132435,1197649
Cash at end of period,-,778133,978835,1132435
Operating Cash Flow,-,5645950,4708141,5168842
Capital Expenditure,-,-1636610,-2212483,-1406300
Free Cash Flow,-,4009340,2495658,3762542
