Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,3603402,3350275,3289978,3072820
Liabilities,,,,
Total Liabilities,3364905,3113533,3066270,2856165
Stockholders' Equity,,,,
Common Stock,191936,191612,184752,182629
Retained Earnings,31418,29898,23687,20668
Accumulated other comprehensive income,15143,15232,13978,13358
Total stockholders' equity,238497,236742,222417,216655
Total liabilities and stockholders' equity,3603402,3350275,3289978,3072820
