Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-50,-25,-
Sales/Maturities of investments,-,-,-,4.929,-
Net cash used for investing activites,-,-,-50,-20.071,-
Common stock issued,-,385,525,2737,1514
Common stock repurchased,-,-5.406,-64.046,-162.368,-177.363
Net cash used privided by (used for) financing activities,-,379.594,460.954,2575,1336
Net change in cash,128.303,-278.424,-322.019,750.057,234.573
Cash at beginning of period,277.308,685.709,1008,257.671,23.098
Cash at end of period,405.611,407.285,685.709,1008,257.671
Capital Expenditure,-,-,-50,-25,-
Free Cash Flow,-1282,-658.018,-782.973,-1830,-1102
