Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1112448,1121554,986984,935366
Liabilities,,,,
Total Liabilities,998793,1018095,889470,841359
Stockholders' Equity,,,,
Common Stock,283,281,279,276
Retained Earnings,68320,60339,54664,51521
Accumulated other comprehensive income,1357,-220,179,477
Total stockholders' equity,113655,103459,97514,94007
Total liabilities and stockholders' equity,1112448,1121554,986984,935366
