Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26525000,17323000,17897000,14506000
Depreciation & amortization,17073000,17761000,16861000,15857000
Change in working capital,-9895000,6539000,-10898000,4938000
Inventory,960000,1463000,-29000,-144000
Other working capital,-9904000,8643000,2512000,22994000
Other non-cash items,-,3384000,-1660000,248000
Net cash provided by operating activites,24388000,38478000,21408000,33941000
Investments in property plant and equipment,-34292000,-29835000,-18896000,-10947000
Acquisitions net,-,-33374000,-4148000,-4506000
Purchases of investments,-,-2144000,-6000,-240000
Sales/Maturities of investments,848000,13335000,2115000,1379000
Other investing activites,-5428000,-38000,4992000,13165000
Net cash used for investing activites,-75428000,-51559000,-15928000,-1119000
Net change in cash,-24884000,-24465000,-6521000,21846000
Cash at beginning of period,69402000,58917000,65438000,43591000
Cash at end of period,44210000,35548000,58917000,65438000
Operating Cash Flow,24388000,38478000,21408000,33941000
Capital Expenditure,-34292000,-29835000,-18896000,-10947000
Free Cash Flow,-9904000,8643000,2512000,22994000
