Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4628481,4216435,3769859,3221598
Liabilities,,,,
Total Liabilities,4158466,3799784,3414825,2923533
Stockholders' Equity,,,,
Common Stock,210882,210882,207948,169861
Retained Earnings,255050,194855,139684,108261
Accumulated other comprehensive income,3967,-1982,1173,-871
Total stockholders' equity,470015,416651,355034,298065
Total liabilities and stockholders' equity,4628481,4216435,3769859,3221598
