Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-22.963,-28.786,-7.052,-123.121,-49.357
Purchases of investments,-,-,-12.2,-,-
Sales/Maturities of investments,-,-,-,-,20
Net cash used for investing activites,-22.563,-28.786,-19.252,-123.121,-29.357
Common stock issued,-,4294,3040,4502,137.813
Common stock repurchased,-,-262.555,-140.874,-58.748,-1.814
Net cash used privided by (used for) financing activities,-,4032,2899,4443,135.999
Net change in cash,-2416,1686,-126.99,745.513,-4656
Cash at beginning of period,4403,2196,2323,1577,6233
Cash at end of period,1987,3912,2196,2323,1577
Capital Expenditure,-22.963,-28.786,-7.052,-123.121,-49.357
Free Cash Flow,-3678,-2346,-3014,-3698,-4812
