Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-154285,39593,221119,292325
Depreciation & amortization,-,221423,218024,218694
Change in working capital,-,-563850,316969,-238318
Inventory,-,-183018,698271,-726864
Other working capital,-,-889648,682591,-960888
Other non-cash items,-,-193759,-45300,-709707
Net cash provided by operating activites,-,-356706,705921,226461
Investments in property plant and equipment,-,-532942,-23330,-1187349
Purchases of investments,-,-40,-10200,-14696
Sales/Maturities of investments,-,92175,796155,2600
Other investing activites,-,154880,-1,377
Net cash used for investing activites,-,-276750,770336,-1190765
Net change in cash,-,-466279,945094,-698882
Cash at beginning of period,-,1525779,580685,1279568
Cash at end of period,-,1059500,1525779,580685
Operating Cash Flow,-,-356706,705921,226461
Capital Expenditure,-,-532942,-23330,-1187349
Free Cash Flow,-,-889648,682591,-960888
