Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-55000,-55000,-37000,-46000,-11000
Acquisitions net,99000,99000,-113000,-293000,-
Sales/Maturities of investments,8104000,8104000,4355000,-2614000,1453000
Net cash used for investing activites,8148000,8148000,4205000,-2953000,1452000
Debt repayment,-1462000,-1462000,-1265000,-150000,-935000
Common stock issued,766000,766000,-,-,-
Common stock repurchased,-,-,-,-200000,-
Dividends Paid,-117000,-117000,-708000,-828000,-821000
Other financing activites,1430000,1430000,1357000,1003000,1972000
Net cash used privided by (used for) financing activities,1759000,1759000,-77000,2771000,577000
Net change in cash,798000,798000,147000,-1580000,2204000
Cash at beginning of period,7382000,7382000,7222000,8810000,6601000
Cash at end of period,8182000,8182000,7382000,7222000,8810000
Capital Expenditure,-55000,-55000,-37000,-46000,-11000
Free Cash Flow,-9164000,-9164000,-4018000,-1444000,164000
